월,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
월별 조명 사용 낮 시간,211.3692433,190.9141553,211.3692433,204.5508806,211.3692433,204.5508806,211.3692433,211.3692433,204.5508806,211.3692433,204.5508806,211.3692433
