지역코드	지역명	유형	구분	단위	1월	2월	3월	4월	5월	6월	7월	8월	9월	10월	11월	12월
15	포항	부분병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15	포항	부분병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
15	포항	부분병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	선택운전	온도등급 1: θe = -7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	선택운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	선택운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	선택운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	병렬운전	온도등급 1: θe = -7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	부분병렬운전	온도등급 1: θe = -7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	부분병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	부분병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
16	제주	부분병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	선택운전	온도등급 1: θe = -7℃	[h]	0.56	0.34	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.43
17	안동	선택운전	온도등급 2: θe = 2℃	[h]	0.07	0.09	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.09
17	안동	선택운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	선택운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	병렬운전	온도등급 1: θe = -7℃	[h]	0.47	0.26	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.37
17	안동	병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	부분병렬운전	온도등급 1: θe = -7℃	[h]	0.54	0.29	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.39
17	안동	부분병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	부분병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
17	안동	부분병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	선택운전	온도등급 1: θe = -7℃	[h]	0.61	0.17	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.36
18	수원	선택운전	온도등급 2: θe = 2℃	[h]	0.08	0.11	0.04	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.04	0.07
18	수원	선택운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	선택운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	병렬운전	온도등급 1: θe = -7℃	[h]	0.52	0.12	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.30
18	수원	병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	부분병렬운전	온도등급 1: θe = -7℃	[h]	0.58	0.12	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.32
18	수원	부분병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	부분병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
18	수원	부분병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	선택운전	온도등급 1: θe = -7℃	[h]	0.82	0.69	0.34	0.08	0.00	0.00	0.00	0.00	0.00	0.01	0.27	0.60
19	대관	선택운전	온도등급 2: θe = 2℃	[h]	0.05	0.02	0.15	0.08	0.00	0.00	0.00	0.00	0.00	0.03	0.06	0.07
19	대관	선택운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	선택운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	병렬운전	온도등급 1: θe = -7℃	[h]	0.78	0.67	0.24	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.22	0.52
19	대관	병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	부분병렬운전	온도등급 1: θe = -7℃	[h]	1.00	0.83	0.28	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.25	0.65
19	대관	부분병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	부분병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
19	대관	부분병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	선택운전	온도등급 1: θe = -7℃	[h]	0.53	0.41	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.33
20	추풍	선택운전	온도등급 2: θe = 2℃	[h]	0.10	0.08	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.08
20	추풍	선택운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	선택운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	병렬운전	온도등급 1: θe = -7℃	[h]	0.45	0.33	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24
20	추풍	병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	부분병렬운전	온도등급 1: θe = -7℃	[h]	0.50	0.38	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.24
20	추풍	부분병렬운전	온도등급 2: θe = 2℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	부분병렬운전	온도등급 3: θe = 7℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
20	추풍	부분병렬운전	온도등급 4: θe = 20℃	[h]	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
