지역코드	지역명	시간	1월	2월	3월	4월	5월	6월	7월	8월	9월	10월	11월	12월
11	부산	5	0.49	0.62	0.59	0.59	0.72	0.80	0.89	0.83	0.76	0.71	0.62	0.52	
11	부산	6	0.50	0.63	0.58	0.59	0.72	0.80	0.89	0.83	0.77	0.71	0.61	0.52	
11	부산	7	0.50	0.64	0.59	0.58	0.71	0.78	0.88	0.82	0.76	0.70	0.63	0.52	
11	부산	8	0.50	0.63	0.57	0.54	0.65	0.75	0.85	0.78	0.73	0.67	0.60	0.52	
11	부산	9	0.47	0.60	0.53	0.50	0.62	0.72	0.82	0.74	0.70	0.62	0.57	0.48	
11	부산	10	0.44	0.56	0.52	0.47	0.61	0.69	0.80	0.70	0.68	0.58	0.52	0.44	
11	부산	11	0.40	0.52	0.50	0.46	0.61	0.68	0.78	0.69	0.66	0.55	0.48	0.40	
11	부산	12	0.36	0.51	0.48	0.44	0.60	0.68	0.76	0.68	0.66	0.53	0.47	0.38	
11	부산	13	0.35	0.50	0.48	0.44	0.59	0.67	0.76	0.68	0.66	0.53	0.46	0.36	
11	부산	14	0.34	0.50	0.47	0.46	0.61	0.66	0.76	0.66	0.65	0.53	0.46	0.35	
11	부산	15	0.34	0.50	0.47	0.45	0.61	0.67	0.76	0.66	0.65	0.54	0.46	0.35	
11	부산	16	0.33	0.51	0.49	0.46	0.63	0.68	0.77	0.67	0.66	0.56	0.49	0.36	
11	부산	17	0.34	0.53	0.52	0.47	0.64	0.69	0.79	0.69	0.68	0.60	0.52	0.39	
11	부산	18	0.36	0.55	0.55	0.50	0.67	0.70	0.81	0.72	0.71	0.63	0.56	0.40	
11	부산	19	0.38	0.56	0.59	0.54	0.70	0.74	0.82	0.76	0.72	0.64	0.58	0.42	
11	부산	20	0.40	0.56	0.61	0.57	0.72	0.77	0.84	0.77	0.71	0.65	0.60	0.43	
11	부산	21	0.40	0.56	0.60	0.56	0.73	0.78	0.85	0.77	0.73	0.67	0.60	0.43	
11	부산	22	0.43	0.57	0.60	0.55	0.73	0.78	0.86	0.79	0.75	0.68	0.61	0.45	
11	부산	23	0.44	0.58	0.59	0.57	0.72	0.78	0.86	0.79	0.73	0.68	0.61	0.46	
11	부산	24	0.45	0.56	0.58	0.59	0.70	0.78	0.87	0.80	0.74	0.69	0.61	0.48	
12	목포	1	0.83	0.82	0.87	0.81	0.88	0.89	0.97	0.91	0.89	0.84	0.77	0.85	
12	목포	2	0.82	0.83	0.87	0.83	0.90	0.91	0.98	0.92	0.90	0.84	0.78	0.85	
12	목포	3	0.83	0.83	0.86	0.84	0.89	0.92	0.98	0.92	0.91	0.86	0.78	0.84	
12	목포	4	0.85	0.83	0.86	0.84	0.89	0.92	0.98	0.92	0.92	0.86	0.78	0.85	
12	목포	5	0.84	0.83	0.87	0.85	0.88	0.93	0.98	0.93	0.91	0.85	0.78	0.86	
12	목포	6	0.85	0.83	0.87	0.84	0.89	0.92	0.98	0.93	0.91	0.85	0.78	0.87	
12	목포	7	0.84	0.82	0.87	0.83	0.85	0.90	0.97	0.93	0.91	0.85	0.78	0.86	
12	목포	8	0.83	0.81	0.84	0.77	0.80	0.86	0.94	0.88	0.88	0.81	0.76	0.86	
12	목포	9	0.81	0.78	0.77	0.71	0.75	0.81	0.91	0.84	0.82	0.74	0.71	0.83	
12	목포	10	0.76	0.75	0.70	0.62	0.69	0.75	0.90	0.81	0.77	0.69	0.66	0.79	
12	목포	11	0.70	0.71	0.64	0.55	0.65	0.73	0.87	0.80	0.73	0.65	0.61	0.75	
12	목포	12	0.66	0.68	0.61	0.53	0.62	0.71	0.85	0.77	0.71	0.60	0.57	0.70	
12	목포	13	0.67	0.66	0.62	0.50	0.62	0.71	0.83	0.75	0.68	0.60	0.57	0.68	
12	목포	14	0.66	0.63	0.61	0.50	0.62	0.69	0.83	0.74	0.68	0.58	0.56	0.66	
12	목포	15	0.65	0.63	0.62	0.52	0.63	0.70	0.83	0.74	0.68	0.59	0.56	0.66	
12	목포	16	0.66	0.66	0.64	0.53	0.63	0.71	0.84	0.75	0.69	0.60	0.58	0.69	
12	목포	17	0.69	0.67	0.68	0.57	0.64	0.74	0.86	0.75	0.74	0.65	0.62	0.73	
12	목포	18	0.75	0.72	0.73	0.62	0.67	0.78	0.87	0.78	0.78	0.70	0.68	0.77	
12	목포	19	0.78	0.75	0.78	0.68	0.71	0.82	0.89	0.83	0.82	0.74	0.70	0.78	
12	목포	20	0.78	0.79	0.82	0.72	0.76	0.85	0.92	0.87	0.84	0.77	0.72	0.79	
12	목포	21	0.79	0.80	0.84	0.75	0.79	0.87	0.94	0.89	0.86	0.80	0.74	0.79	
12	목포	22	0.81	0.79	0.86	0.76	0.82	0.89	0.96	0.90	0.88	0.81	0.75	0.81	
12	목포	23	0.83	0.80	0.85	0.79	0.85	0.91	0.96	0.91	0.89	0.83	0.75	0.83	
12	목포	24	0.81	0.81	0.86	0.79	0.86	0.90	0.97	0.91	0.89	0.84	0.76	0.85	
13	서산	1	0.74	0.73	0.75	0.85	0.85	0.84	0.93	0.91	0.90	0.88	0.83	0.82	
13	서산	2	0.77	0.75	0.75	0.86	0.85	0.84	0.93	0.92	0.91	0.87	0.83	0.82	
13	서산	3	0.79	0.77	0.77	0.87	0.86	0.85	0.93	0.92	0.91	0.87	0.84	0.82	
13	서산	4	0.80	0.79	0.77	0.88	0.87	0.86	0.93	0.92	0.91	0.88	0.84	0.83	
13	서산	5	0.79	0.79	0.76	0.88	0.87	0.87	0.94	0.93	0.92	0.88	0.85	0.81	
13	서산	6	0.79	0.80	0.77	0.89	0.87	0.88	0.94	0.94	0.91	0.88	0.84	0.82	
13	서산	7	0.80	0.79	0.78	0.86	0.83	0.83	0.93	0.93	0.91	0.88	0.84	0.81	
13	서산	8	0.80	0.80	0.76	0.79	0.77	0.77	0.89	0.88	0.85	0.85	0.81	0.80	
13	서산	9	0.76	0.74	0.71	0.71	0.69	0.70	0.84	0.85	0.78	0.77	0.75	0.78	
13	서산	10	0.69	0.66	0.64	0.62	0.63	0.66	0.81	0.80	0.70	0.68	0.68	0.69	
13	서산	11	0.64	0.60	0.60	0.55	0.60	0.65	0.78	0.78	0.65	0.62	0.61	0.64	
13	서산	12	0.57	0.55	0.60	0.50	0.56	0.63	0.76	0.77	0.60	0.57	0.56	0.57	
13	서산	13	0.53	0.53	0.59	0.48	0.54	0.62	0.75	0.74	0.57	0.53	0.54	0.55	
13	서산	14	0.48	0.52	0.59	0.48	0.53	0.62	0.73	0.72	0.56	0.53	0.54	0.53	
13	서산	15	0.48	0.50	0.59	0.48	0.53	0.62	0.74	0.71	0.58	0.54	0.56	0.53	
13	서산	16	0.50	0.51	0.60	0.48	0.52	0.62	0.75	0.72	0.59	0.58	0.58	0.53	
13	서산	17	0.54	0.55	0.61	0.49	0.54	0.64	0.77	0.73	0.62	0.63	0.63	0.58	
13	서산	18	0.61	0.59	0.63	0.52	0.58	0.67	0.80	0.75	0.71	0.72	0.70	0.64	
13	서산	19	0.67	0.64	0.67	0.59	0.64	0.69	0.82	0.80	0.79	0.78	0.73	0.69	
13	서산	20	0.70	0.69	0.70	0.68	0.70	0.74	0.86	0.85	0.82	0.82	0.76	0.72	
13	서산	21	0.71	0.72	0.72	0.72	0.76	0.76	0.88	0.87	0.83	0.85	0.78	0.75	
13	서산	22	0.72	0.72	0.73	0.76	0.78	0.79	0.89	0.88	0.87	0.86	0.80	0.77	
13	서산	23	0.74	0.73	0.76	0.79	0.82	0.81	0.90	0.89	0.88	0.87	0.81	0.79	
13	서산	24	0.74	0.72	0.75	0.83	0.84	0.82	0.92	0.90	0.89	0.88	0.82	0.81	
14	진주	1	0.69	0.69	0.65	0.74	0.84	0.87	0.90	0.89	0.88	0.84	0.82	0.73	
14	진주	2	0.71	0.70	0.69	0.76	0.86	0.88	0.91	0.90	0.90	0.85	0.82	0.75	
14	진주	3	0.73	0.72	0.71	0.78	0.87	0.89	0.92	0.90	0.90	0.86	0.83	0.76	
14	진주	4	0.74	0.73	0.74	0.80	0.87	0.89	0.93	0.90	0.90	0.86	0.83	0.77	
14	진주	5	0.75	0.75	0.75	0.82	0.88	0.90	0.93	0.90	0.90	0.87	0.83	0.79	
14	진주	6	0.76	0.75	0.73	0.84	0.88	0.89	0.93	0.90	0.91	0.87	0.83	0.79	
14	진주	7	0.77	0.74	0.72	0.80	0.83	0.87	0.91	0.89	0.90	0.87	0.85	0.79	
14	진주	8	0.77	0.72	0.68	0.70	0.75	0.81	0.85	0.86	0.83	0.82	0.83	0.79	
14	진주	9	0.70	0.65	0.59	0.62	0.65	0.74	0.82	0.81	0.76	0.71	0.75	0.71	
14	진주	10	0.60	0.54	0.49	0.54	0.55	0.67	0.77	0.77	0.69	0.62	0.65	0.57	
14	진주	11	0.46	0.47	0.41	0.48	0.50	0.61	0.73	0.73	0.65	0.56	0.57	0.48	
14	진주	12	0.38	0.43	0.37	0.44	0.46	0.59	0.70	0.71	0.60	0.51	0.49	0.42	
14	진주	13	0.34	0.39	0.33	0.42	0.43	0.55	0.68	0.69	0.57	0.47	0.45	0.37	
14	진주	14	0.32	0.36	0.31	0.41	0.42	0.54	0.68	0.69	0.56	0.44	0.43	0.35	
14	진주	15	0.32	0.34	0.31	0.40	0.42	0.53	0.67	0.68	0.54	0.44	0.42	0.34	
14	진주	16	0.33	0.35	0.32	0.42	0.44	0.56	0.69	0.68	0.56	0.46	0.45	0.36	
14	진주	17	0.35	0.38	0.35	0.44	0.47	0.59	0.71	0.69	0.60	0.52	0.49	0.41	
14	진주	18	0.43	0.42	0.39	0.48	0.51	0.62	0.75	0.72	0.65	0.61	0.55	0.48	
14	진주	19	0.50	0.47	0.44	0.53	0.55	0.67	0.78	0.76	0.73	0.69	0.63	0.54	
14	진주	20	0.55	0.55	0.49	0.58	0.60	0.73	0.82	0.80	0.78	0.74	0.69	0.58	
14	진주	21	0.58	0.59	0.52	0.62	0.67	0.78	0.85	0.84	0.82	0.79	0.74	0.63	
14	진주	22	0.62	0.61	0.55	0.67	0.72	0.81	0.86	0.85	0.85	0.82	0.76	0.65	
14	진주	23	0.64	0.65	0.60	0.71	0.75	0.84	0.87	0.87	0.86	0.82	0.78	0.68	
14	진주	24	0.66	0.67	0.64	0.72	0.80	0.86	0.89	0.88	0.88	0.83	0.80	0.72	
15	포항	1	0.51	0.65	0.63	0.62	0.70	0.84	0.85	0.84	0.81	0.73	0.67	0.59	
15	포항	2	0.51	0.65	0.63	0.62	0.70	0.84	0.85	0.85	0.82	0.73	0.67	0.60	
15	포항	3	0.52	0.66	0.64	0.62	0.71	0.85	0.86	0.85	0.83	0.73	0.69	0.60	
15	포항	4	0.53	0.68	0.65	0.63	0.70	0.85	0.87	0.86	0.83	0.73	0.69	0.60	
15	포항	5	0.53	0.69	0.66	0.63	0.71	0.85	0.87	0.86	0.84	0.74	0.70	0.61	
15	포항	6	0.53	0.70	0.65	0.63	0.72	0.85	0.87	0.87	0.84	0.74	0.69	0.61	
15	포항	7	0.53	0.70	0.66	0.63	0.70	0.82	0.84	0.86	0.83	0.74	0.69	0.61	
15	포항	8	0.53	0.69	0.64	0.61	0.65	0.78	0.80	0.81	0.78	0.69	0.68	0.60	
15	포항	9	0.50	0.64	0.60	0.56	0.62	0.76	0.77	0.76	0.74	0.65	0.63	0.55	
15	포항	10	0.47	0.60	0.55	0.51	0.59	0.74	0.74	0.73	0.72	0.60	0.58	0.49	
15	포항	11	0.42	0.56	0.52	0.48	0.56	0.71	0.72	0.70	0.70	0.55	0.55	0.45	
15	포항	12	0.40	0.53	0.51	0.46	0.55	0.70	0.72	0.67	0.69	0.52	0.52	0.43	
15	포항	13	0.38	0.52	0.51	0.45	0.51	0.70	0.71	0.67	0.68	0.51	0.51	0.41	
15	포항	14	0.36	0.51	0.50	0.45	0.50	0.70	0.69	0.66	0.67	0.51	0.50	0.40	
15	포항	15	0.36	0.51	0.50	0.45	0.52	0.70	0.70	0.66	0.67	0.52	0.51	0.41	
15	포항	16	0.36	0.51	0.50	0.47	0.54	0.70	0.70	0.69	0.68	0.54	0.54	0.42	
15	포항	17	0.39	0.54	0.51	0.49	0.56	0.71	0.72	0.71	0.69	0.57	0.56	0.46	
15	포항	18	0.42	0.57	0.54	0.52	0.58	0.73	0.76	0.74	0.71	0.61	0.58	0.49	
15	포항	19	0.44	0.59	0.57	0.55	0.62	0.76	0.79	0.78	0.72	0.64	0.61	0.51	
15	포항	20	0.45	0.61	0.59	0.58	0.67	0.78	0.82	0.80	0.74	0.66	0.63	0.52	
15	포항	21	0.47	0.63	0.61	0.57	0.69	0.80	0.83	0.81	0.76	0.67	0.64	0.53	
15	포항	22	0.49	0.63	0.62	0.57	0.70	0.81	0.83	0.82	0.76	0.69	0.65	0.55	
15	포항	23	0.50	0.64	0.62	0.58	0.69	0.82	0.84	0.84	0.78	0.70	0.66	0.56	
15	포항	24	0.51	0.64	0.62	0.60	0.69	0.83	0.84	0.84	0.80	0.72	0.66	0.58	
16	제주	1	0.62	0.66	0.59	0.65	0.72	0.81	0.79	0.72	0.75	0.64	0.63	0.62	
16	제주	2	0.61	0.65	0.59	0.65	0.69	0.81	0.79	0.72	0.75	0.65	0.63	0.62	
16	제주	3	0.61	0.65	0.58	0.66	0.70	0.83	0.79	0.74	0.76	0.65	0.64	0.63	
16	제주	4	0.61	0.65	0.59	0.66	0.70	0.82	0.80	0.73	0.75	0.66	0.63	0.64	
16	제주	5	0.61	0.66	0.59	0.66	0.71	0.82	0.80	0.74	0.75	0.66	0.62	0.63	
16	제주	6	0.60	0.66	0.60	0.66	0.71	0.83	0.79	0.74	0.76	0.67	0.63	0.65	
16	제주	7	0.60	0.66	0.60	0.65	0.70	0.82	0.77	0.73	0.77	0.67	0.62	0.64	
16	제주	8	0.61	0.66	0.57	0.61	0.68	0.79	0.74	0.70	0.75	0.65	0.63	0.64	
16	제주	9	0.61	0.64	0.53	0.59	0.66	0.78	0.71	0.67	0.73	0.60	0.59	0.61	
16	제주	10	0.59	0.60	0.50	0.57	0.64	0.77	0.69	0.65	0.70	0.58	0.57	0.60	
16	제주	11	0.57	0.58	0.48	0.55	0.62	0.75	0.68	0.65	0.68	0.56	0.56	0.58	
16	제주	12	0.55	0.56	0.47	0.53	0.59	0.75	0.66	0.65	0.66	0.55	0.56	0.58	
16	제주	13	0.54	0.56	0.47	0.54	0.58	0.73	0.68	0.62	0.63	0.53	0.54	0.60	
16	제주	14	0.55	0.57	0.47	0.55	0.59	0.74	0.67	0.61	0.63	0.52	0.53	0.59	
16	제주	15	0.54	0.56	0.48	0.54	0.58	0.73	0.67	0.61	0.62	0.53	0.53	0.59	
16	제주	16	0.55	0.56	0.49	0.55	0.58	0.74	0.67	0.62	0.63	0.54	0.52	0.59	
16	제주	17	0.55	0.58	0.51	0.58	0.58	0.76	0.68	0.63	0.65	0.55	0.56	0.60	
16	제주	18	0.57	0.61	0.53	0.60	0.63	0.77	0.70	0.65	0.67	0.58	0.56	0.61	
16	제주	19	0.57	0.63	0.55	0.64	0.68	0.80	0.73	0.69	0.71	0.61	0.59	0.60	
16	제주	20	0.58	0.62	0.57	0.66	0.71	0.82	0.76	0.71	0.72	0.61	0.60	0.62	
16	제주	21	0.59	0.63	0.57	0.66	0.71	0.81	0.77	0.71	0.71	0.61	0.59	0.61	
16	제주	22	0.59	0.65	0.57	0.65	0.72	0.83	0.78	0.72	0.71	0.62	0.60	0.62	
16	제주	23	0.60	0.65	0.58	0.65	0.70	0.82	0.79	0.72	0.73	0.63	0.60	0.63	
16	제주	24	0.60	0.65	0.59	0.65	0.70	0.81	0.79	0.72	0.74	0.64	0.62	0.62	
17	안동	1	0.63	0.62	0.65	0.65	0.70	0.78	0.86	0.89	0.89	0.83	0.84	0.70	
17	안동	2	0.65	0.63	0.67	0.67	0.73	0.81	0.86	0.89	0.90	0.85	0.86	0.71	
17	안동	3	0.68	0.65	0.70	0.69	0.77	0.83	0.87	0.90	0.90	0.87	0.87	0.72	
17	안동	4	0.70	0.67	0.72	0.74	0.80	0.84	0.88	0.92	0.91	0.89	0.88	0.73	
17	안동	5	0.69	0.68	0.74	0.76	0.81	0.85	0.88	0.92	0.92	0.89	0.88	0.74	
17	안동	6	0.72	0.68	0.76	0.78	0.83	0.86	0.88	0.92	0.92	0.91	0.88	0.74	
17	안동	7	0.73	0.70	0.77	0.77	0.80	0.83	0.87	0.91	0.92	0.92	0.90	0.75	
17	안동	8	0.73	0.69	0.73	0.72	0.73	0.77	0.84	0.87	0.90	0.89	0.89	0.74	
17	안동	9	0.69	0.63	0.66	0.63	0.64	0.70	0.80	0.83	0.86	0.84	0.82	0.70	
17	안동	10	0.61	0.56	0.60	0.56	0.56	0.64	0.76	0.77	0.79	0.74	0.74	0.63	
17	안동	11	0.52	0.50	0.53	0.49	0.49	0.59	0.72	0.73	0.71	0.63	0.62	0.56	
17	안동	12	0.45	0.45	0.49	0.44	0.43	0.56	0.69	0.70	0.66	0.54	0.55	0.52	
17	안동	13	0.39	0.40	0.45	0.42	0.40	0.52	0.68	0.67	0.62	0.49	0.50	0.47	
17	안동	14	0.37	0.38	0.41	0.41	0.38	0.49	0.66	0.65	0.58	0.46	0.47	0.42	
17	안동	15	0.35	0.36	0.40	0.39	0.36	0.49	0.66	0.64	0.58	0.44	0.44	0.41	
17	안동	16	0.36	0.36	0.40	0.38	0.36	0.48	0.67	0.65	0.58	0.45	0.45	0.41	
17	안동	17	0.39	0.37	0.43	0.38	0.38	0.50	0.70	0.67	0.62	0.49	0.48	0.44	
17	안동	18	0.43	0.40	0.45	0.40	0.40	0.54	0.72	0.71	0.68	0.57	0.56	0.49	
17	안동	19	0.48	0.43	0.49	0.44	0.43	0.58	0.74	0.75	0.73	0.63	0.63	0.54	
17	안동	20	0.51	0.47	0.52	0.49	0.48	0.63	0.78	0.79	0.78	0.68	0.68	0.57	
17	안동	21	0.54	0.50	0.55	0.52	0.54	0.67	0.80	0.81	0.80	0.73	0.71	0.59	
17	안동	22	0.56	0.53	0.58	0.55	0.58	0.70	0.82	0.83	0.84	0.76	0.75	0.63	
17	안동	23	0.59	0.56	0.61	0.58	0.64	0.73	0.84	0.85	0.86	0.79	0.79	0.65	
17	안동	24	0.61	0.59	0.64	0.62	0.67	0.75	0.84	0.87	0.87	0.82	0.81	0.68	
18	수원	1	0.69	0.72	0.73	0.74	0.76	0.78	0.89	0.84	0.82	0.82	0.78	0.74	
18	수원	2	0.69	0.74	0.72	0.76	0.78	0.79	0.90	0.84	0.83	0.83	0.79	0.74	
18	수원	3	0.69	0.74	0.74	0.78	0.82	0.81	0.91	0.84	0.84	0.83	0.79	0.75	
18	수원	4	0.71	0.74	0.75	0.81	0.82	0.83	0.91	0.85	0.85	0.85	0.79	0.76	
18	수원	5	0.73	0.74	0.76	0.83	0.84	0.83	0.91	0.86	0.86	0.86	0.79	0.76	
18	수원	6	0.73	0.74	0.78	0.84	0.83	0.83	0.91	0.86	0.86	0.86	0.80	0.78	
18	수원	7	0.73	0.74	0.77	0.81	0.78	0.78	0.89	0.85	0.84	0.87	0.80	0.79	
18	수원	8	0.75	0.74	0.72	0.73	0.73	0.72	0.86	0.82	0.79	0.79	0.79	0.76	
18	수원	9	0.69	0.66	0.65	0.64	0.66	0.68	0.82	0.78	0.75	0.71	0.71	0.71	
18	수원	10	0.60	0.60	0.59	0.57	0.60	0.64	0.81	0.73	0.70	0.64	0.63	0.65	
18	수원	11	0.55	0.54	0.54	0.50	0.55	0.61	0.79	0.69	0.64	0.59	0.59	0.59	
18	수원	12	0.51	0.49	0.50	0.45	0.52	0.58	0.77	0.65	0.60	0.56	0.54	0.55	
18	수원	13	0.48	0.45	0.47	0.42	0.50	0.56	0.74	0.64	0.58	0.52	0.53	0.52	
18	수원	14	0.46	0.44	0.46	0.39	0.48	0.55	0.72	0.64	0.55	0.50	0.50	0.50	
18	수원	15	0.47	0.43	0.47	0.39	0.49	0.56	0.71	0.64	0.54	0.49	0.49	0.49	
18	수원	16	0.51	0.44	0.48	0.40	0.48	0.57	0.71	0.65	0.56	0.51	0.52	0.52	
18	수원	17	0.54	0.47	0.52	0.42	0.51	0.59	0.73	0.67	0.60	0.54	0.56	0.57	
18	수원	18	0.58	0.50	0.53	0.46	0.53	0.61	0.74	0.70	0.63	0.62	0.62	0.61	
18	수원	19	0.60	0.54	0.57	0.52	0.58	0.64	0.78	0.74	0.68	0.66	0.66	0.63	
18	수원	20	0.63	0.58	0.59	0.57	0.63	0.67	0.81	0.75	0.71	0.70	0.68	0.67	
18	수원	21	0.65	0.61	0.62	0.61	0.67	0.69	0.83	0.79	0.74	0.74	0.71	0.69	
18	수원	22	0.65	0.65	0.65	0.65	0.69	0.70	0.86	0.80	0.77	0.75	0.73	0.71	
18	수원	23	0.66	0.67	0.69	0.69	0.72	0.73	0.88	0.81	0.79	0.78	0.75	0.72	
18	수원	24	0.68	0.71	0.72	0.72	0.74	0.76	0.88	0.83	0.80	0.79	0.75	0.75	
19	대관	1	0.72	0.76	0.73	0.72	0.81	0.83	0.90	0.92	0.92	0.91	0.78	0.72	
19	대관	2	0.73	0.77	0.75	0.72	0.82	0.84	0.90	0.92	0.92	0.91	0.80	0.73	
19	대관	3	0.73	0.78	0.77	0.74	0.83	0.84	0.90	0.92	0.92	0.91	0.82	0.74	
19	대관	4	0.74	0.78	0.78	0.75	0.84	0.84	0.91	0.92	0.92	0.91	0.82	0.74	
19	대관	5	0.73	0.79	0.79	0.76	0.83	0.85	0.91	0.93	0.92	0.91	0.81	0.75	
19	대관	6	0.74	0.79	0.79	0.77	0.84	0.85	0.91	0.93	0.92	0.91	0.80	0.77	
19	대관	7	0.74	0.79	0.79	0.74	0.82	0.83	0.90	0.92	0.92	0.90	0.81	0.76	
19	대관	8	0.75	0.79	0.76	0.70	0.75	0.79	0.87	0.90	0.89	0.88	0.80	0.75	
19	대관	9	0.72	0.76	0.71	0.62	0.65	0.72	0.81	0.84	0.84	0.82	0.76	0.72	
19	대관	10	0.65	0.71	0.66	0.56	0.58	0.67	0.77	0.80	0.76	0.71	0.71	0.65	
19	대관	11	0.57	0.63	0.61	0.52	0.55	0.63	0.75	0.76	0.73	0.61	0.62	0.60	
19	대관	12	0.51	0.58	0.58	0.50	0.51	0.62	0.72	0.76	0.72	0.58	0.57	0.56	
19	대관	13	0.46	0.55	0.57	0.50	0.50	0.63	0.71	0.76	0.71	0.60	0.53	0.54	
19	대관	14	0.46	0.57	0.57	0.48	0.50	0.63	0.71	0.79	0.71	0.61	0.54	0.52	
19	대관	15	0.46	0.57	0.59	0.46	0.49	0.63	0.71	0.78	0.71	0.61	0.56	0.53	
19	대관	16	0.49	0.58	0.60	0.49	0.52	0.65	0.73	0.79	0.73	0.67	0.58	0.55	
19	대관	17	0.54	0.59	0.62	0.54	0.54	0.67	0.75	0.82	0.76	0.70	0.63	0.59	
19	대관	18	0.58	0.62	0.64	0.54	0.56	0.69	0.76	0.84	0.81	0.77	0.67	0.61	
19	대관	19	0.62	0.64	0.65	0.57	0.61	0.71	0.79	0.87	0.85	0.82	0.70	0.63	
19	대관	20	0.64	0.68	0.67	0.61	0.67	0.76	0.83	0.89	0.88	0.85	0.72	0.66	
19	대관	21	0.65	0.70	0.70	0.65	0.72	0.79	0.86	0.90	0.91	0.88	0.73	0.68	
19	대관	22	0.67	0.72	0.71	0.68	0.75	0.81	0.88	0.90	0.91	0.89	0.75	0.70	
19	대관	23	0.68	0.74	0.70	0.70	0.78	0.81	0.89	0.91	0.91	0.89	0.76	0.71	
19	대관	24	0.70	0.76	0.71	0.72	0.79	0.81	0.90	0.91	0.91	0.90	0.77	0.72	
20	추풍	1	0.66	0.63	0.57	0.62	0.72	0.82	0.90	0.84	0.87	0.84	0.78	0.72	
20	추풍	2	0.68	0.63	0.58	0.66	0.76	0.83	0.90	0.85	0.88	0.86	0.77	0.72	
20	추풍	3	0.70	0.66	0.60	0.70	0.77	0.86	0.91	0.85	0.88	0.87	0.78	0.72	
20	추풍	4	0.71	0.68	0.63	0.72	0.79	0.87	0.91	0.86	0.89	0.88	0.79	0.72	
20	추풍	5	0.72	0.68	0.65	0.74	0.82	0.87	0.92	0.86	0.90	0.89	0.80	0.73	
20	추풍	6	0.72	0.68	0.66	0.75	0.82	0.87	0.92	0.86	0.90	0.89	0.82	0.72	
20	추풍	7	0.72	0.69	0.68	0.75	0.78	0.84	0.90	0.85	0.90	0.89	0.83	0.74	
20	추풍	8	0.72	0.69	0.65	0.70	0.71	0.79	0.87	0.82	0.86	0.88	0.81	0.74	
20	추풍	9	0.68	0.65	0.57	0.59	0.63	0.74	0.83	0.77	0.79	0.80	0.75	0.72	
20	추풍	10	0.63	0.60	0.49	0.53	0.56	0.70	0.80	0.73	0.73	0.67	0.67	0.65	
20	추풍	11	0.57	0.56	0.43	0.48	0.48	0.66	0.77	0.69	0.68	0.61	0.60	0.59	
20	추풍	12	0.52	0.50	0.38	0.42	0.43	0.63	0.75	0.66	0.65	0.54	0.55	0.54	
20	추풍	13	0.47	0.46	0.36	0.39	0.39	0.60	0.72	0.65	0.62	0.51	0.52	0.52	
20	추풍	14	0.46	0.43	0.34	0.38	0.37	0.59	0.72	0.64	0.61	0.49	0.50	0.49	
20	추풍	15	0.46	0.42	0.33	0.36	0.36	0.57	0.72	0.64	0.59	0.49	0.50	0.48	
20	추풍	16	0.47	0.42	0.32	0.35	0.37	0.56	0.72	0.65	0.59	0.50	0.50	0.50	
20	추풍	17	0.49	0.44	0.32	0.35	0.39	0.58	0.74	0.67	0.62	0.56	0.55	0.54	
20	추풍	18	0.53	0.46	0.34	0.38	0.41	0.60	0.76	0.71	0.69	0.66	0.61	0.58	
20	추풍	19	0.55	0.49	0.38	0.41	0.46	0.65	0.79	0.75	0.77	0.72	0.65	0.61	
20	추풍	20	0.58	0.51	0.43	0.45	0.53	0.70	0.83	0.78	0.81	0.76	0.69	0.63	
20	추풍	21	0.60	0.55	0.46	0.49	0.58	0.74	0.85	0.80	0.84	0.79	0.71	0.66	
20	추풍	22	0.63	0.58	0.49	0.52	0.63	0.76	0.86	0.82	0.85	0.80	0.73	0.68	
20	추풍	23	0.64	0.61	0.51	0.56	0.66	0.78	0.88	0.83	0.86	0.80	0.74	0.69	
20	추풍	24	0.66	0.62	0.55	0.58	0.69	0.80	0.89	0.84	0.86	0.82	0.76	0.71	
