월,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
trel_D_SA,0.093468489,0.133136704,0.213383632,0.373884123,0.383146999,0.384454102,0.374935576,0.335235063,0.357691591,0.1515758,0.085475623,0.020748353
