월,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
trel_D_SNA,0.906531511,0.866863296,0.786616368,0.626115877,0.616853001,0.615545898,0.625064424,0.664764937,0.642308409,0.8484242,0.914524377,0.979251647
