월,1,2,3,4,5,6,7,8,9,10,11,12
지붕1,95.68818462,125.2454495,158.8766288,157.152643,209.2751598,211.7296239,145.7526848,141.4629908,142.189139,142.290458,89.01035567,76.12083333
지붕2,95.68818462,125.2454495,158.8766288,157.152643,209.2751598,211.7296239,145.7526848,141.4629908,142.189139,142.290458,89.01035567,76.12083333
지붕3,95.68818462,125.2454495,158.8766288,157.152643,209.2751598,211.7296239,145.7526848,141.4629908,142.189139,142.290458,89.01035567,76.12083333
