월,1월,2월,3월,4월,5월,6월,7월,8월,9월,10월,11월,12월
외부조도,47642.00861,47146.57209,51728.49106,45159.48922,46642.37627,42268.7921,37816.53554,43056.26667,47049.5426,52734.35718,52195.79251,51229.85413
