구분,aIn_At,bIn_At,hIn_At,유리종류,τSh_In_At_D65,Ksh_In_At_1,Ksh_In_At_2,Ksh_In_At_3
값,2,2,1,LE/12R/CL/12R/LE,0.61,0.7,0.9,0.9
