구분,direction,Aca,aD,bD,AD,glass, τD65_SNA,K1,K2,K3,shade,dimming,"γSh,lsh","γSh,hA","γSh,vA"
값,북,14,1.75,10,17.5,LE/12R/CL/12R/LE,0.61,0.7,0.9,0.9,수동차양(전동),디밍(off),20,20,20
