구분,향,Aca,aD,bD,AD,유리 종류,γF,γW,as,bs,hS,hw,hg,Da, τD65_SNA, τD65_SA,Kobl_1,Kobl_2,Kobl_3,차양설치유무,디밍유형
값,남,14,1.75,10,17.5,LE/12R/CL/12R/LE,90,30,0,0,0,2,1,0.5,0.61,0.49,0.7,0.9,0.9,있음,디밍(off)
